Telepules,Jogallas,Megye,Kisterseg,Lako_nepesseg,roma_onkormanyzat
Kiszombor,nagyközség,Csongrád,Makói,"3,759",1
Kiszsidány,község,Vas,Kőszegi,87,
Kisszállás,község,Bács-Kiskun,Kiskunhalasi,"2,381",1
Kisszékely,község,Tolna,Tamási,297,
Kisszekeres,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,560,
Kisszentmárton,község,Baranya,Sellyei,243,1
Kissziget,község,Zala,Lenti,165,
Kisszőlős,község,Veszprém,Devecseri,143,1
Klárafalva,község,Csongrád,Szegedi,476,
Kocs,község,Komárom-Esztergom,Tatai,"2,510",
Kocsér,község,Pest,Nagykőrösi,"1,832",
Kocsola,község,Tolna,Dombóvári,"1,266",1
Kocsord,község,Szabolcs-Szatmár-Bereg,Mátészalkai,"2,902",
Kóka,község,Pest,Nagykátai,"4,306",1
Kokad,község,Hajdú-Bihar,Derecskei,663,
Kolontár,község,Veszprém,Devecseri,689,
Komádi,város,Hajdú-Bihar,Berettyóújfalui,"5,341",1
Komárom,város,Komárom-Esztergom,Komáromi,"18,786",1
Komjáti,község,Borsod-Abaúj-Zemplén,Edelényi,201,
Komló,város,Baranya,Komlói,"23,388",1
Komlódtótfalu,község,Szabolcs-Szatmár-Bereg,Csengeri,112,
Komlósd,község,Somogy,Barcsi,159,
Komlóska,község,Borsod-Abaúj-Zemplén,Sárospataki,237,
Komoró,község,Szabolcs-Szatmár-Bereg,Záhonyi,"1,260",
Kompolt,község,Heves,Füzesabonyi,"1,971",1
Kondó,község,Borsod-Abaúj-Zemplén,Miskolci,590,
Kondorfa,község,Vas,Szentgotthárdi,482,
Kondoros,város,Békés,Szarvasi,"4,898",
Kóny,község,Győr-Moson-Sopron,Csornai,"2,642",
Konyár,község,Hajdú-Bihar,Derecskei,"2,172",1
Kópháza,község,Győr-Moson-Sopron,Soproni,"2,063",
Koppányszántó,község,Tolna,Tamási,296,1
Korlát,község,Borsod-Abaúj-Zemplén,Gönci,301,1
Koroncó,község,Győr-Moson-Sopron,Győri,"2,113",1
Kórós,község,Baranya,Sellyei,210,
Kosd,község,Pest,Váci,"2,398",
Kóspallag,község,Pest,Szobi,749,
Kótaj,község,Szabolcs-Szatmár-Bereg,Nyíregyházi,"4,424",1
Kovácshida,község,Baranya,Siklósi,270,
Kovácsszénája,község,Baranya,Pécsi,53,
Kovácsvágás,község,Borsod-Abaúj-Zemplén,Sátoraljaújhelyi,663,1
Kozárd,község,Nógrád,Pásztói,161,
Kozármisleny,város,Baranya,Pécsi,"5,981",1
Kozmadombja,község,Zala,Lenti,31,
Köblény,község,Baranya,Komlói,190,
Köcsk,község,Vas,Celldömölki,224,
Kökény,község,Baranya,Pécsi,607,
Kőkút,község,Somogy,Kaposvári,567,1
Kölcse,nagyközség,Szabolcs-Szatmár-Bereg,Fehérgyarmati,"1,406",
Kölesd,község,Tolna,Szekszárdi,"1,501",
Kölked,község,Baranya,Mohácsi,"1,032",1
Kömlő,község,Heves,Hevesi,"1,910",1
Kömlőd,község,Komárom-Esztergom,Oroszlányi,"1,086",
Kömörő,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,585,1
Kömpöc,község,Bács-Kiskun,Kiskunmajsai,671,
Körmend,város,Vas,Körmendi,"11,419",1
Környe,község,Komárom-Esztergom,Tatabányai,"4,414",
Köröm,község,Borsod-Abaúj-Zemplén,Miskolci,"1,420",1
Kőröshegy,község,Somogy,Siófoki,"1,355",
Körösladány,város,Békés,Szeghalmi,"4,476",1
Körösnagyharsány,község,Békés,Sarkadi,513,1
Köröstarcsa,község,Békés,Békési,"2,500",1
Kőröstetétlen,község,Pest,Ceglédi,828,
Körösújfalu,község,Békés,Szeghalmi,438,
Körösszakál,község,Hajdú-Bihar,Berettyóújfalui,827,1
Körösszegapáti,község,Hajdú-Bihar,Berettyóújfalui,"1,032",1
Kőszárhegy,község,Fejér,Székesfehérvári,"1,481",
Kőszeg,város,Vas,Kőszegi,"11,730",1
Kőszegdoroszló,község,Vas,Kőszegi,233,
Kőszegpaty,község,Vas,Kőszegi,193,
Kőszegszerdahely,község,Vas,Kőszegi,464,
Kötcse,község,Somogy,Siófoki,500,
Kötegyán,község,Békés,Sarkadi,"1,443",1
Kőtelek,község,Jász-Nagykun-Szolnok,Szolnoki,"1,617",1
Kővágóörs,község,Veszprém,Tapolcai,751,
Kővágószőlős,község,Baranya,Pécsi,"1,224",1
Kővágótöttös,község,Baranya,Pécsi,320,1
Kövegy,község,Csongrád,Makói,368,
Köveskál,község,Veszprém,Tapolcai,329,
Krasznokvajda,község,Borsod-Abaúj-Zemplén,Encsi,472,1
Kulcs,község,Fejér,Dunaújvárosi,"2,724",
Kunadacs,község,Bács-Kiskun,Kunszentmiklósi,"1,504",
Kunágota,község,Békés,Mezőkovácsházai,"2,638",
Kunbaja,község,Bács-Kiskun,Bácsalmási,"1,510",
Kunbaracs,község,Bács-Kiskun,Kecskeméti,627,
Kuncsorba,község,Jász-Nagykun-Szolnok,Törökszentmiklósi,623,
Kunfehértó,község,Bács-Kiskun,Kiskunhalasi,"2,054",
Kunhegyes,város,Jász-Nagykun-Szolnok,Kunhegyesi,"7,645",1
Kunmadaras,nagyközség,Jász-Nagykun-Szolnok,Karcagi,"5,421",1
Kunpeszér,község,Bács-Kiskun,Kunszentmiklósi,693,
Kunszállás,község,Bács-Kiskun,Kecskeméti,"1,681",
Kunszentmárton,város,Jász-Nagykun-Szolnok,Kunszentmártoni,"8,324",1
Kunszentmiklós,város,Bács-Kiskun,Kunszentmiklósi,"8,309",1
Kunsziget,község,Győr-Moson-Sopron,Győri,"1,233",
Kup,község,Veszprém,Pápai,456,1
Kupa,község,Borsod-Abaúj-Zemplén,Szikszói,166,1
Kurd,község,Tolna,Dombóvári,"1,092",1
Kurityán,község,Borsod-Abaúj-Zemplén,Kazincbarcikai,"1,577",1
Kustánszeg,község,Zala,Zalaegerszegi,450,
Kutas,község,Somogy,Nagyatádi,"1,479",1
Kutasó,község,Nógrád,Pásztói,83,
Kübekháza,község,Csongrád,Szegedi,"1,438",1
Külsősárd,község,Zala,Lenti,68,
Külsővat,község,Veszprém,Pápai,833,
Küngös,község,Veszprém,Balatonalmádi,486,
Lábatlan,város,Komárom-Esztergom,Esztergomi,"4,794",
Lábod,község,Somogy,Nagyatádi,"1,914",1
Lácacséke,község,Borsod-Abaúj-Zemplén,Cigándi,293,1
Lad,község,Somogy,Barcsi,547,
Ladánybene,község,Bács-Kiskun,Kecskeméti,"1,579",
Ládbesenyő,község,Borsod-Abaúj-Zemplén,Edelényi,285,
Lajoskomárom,nagyközség,Fejér,Enyingi,"2,222",
Lajosmizse,város,Bács-Kiskun,Kecskeméti,"11,342",1
Lak,község,Borsod-Abaúj-Zemplén,Edelényi,679,1
Lakhegy,község,Zala,Zalaegerszegi,434,
Lakitelek,nagyközség,Bács-Kiskun,Tiszakécskei,"4,406",
Lakócsa,község,Somogy,Barcsi,537,1
Lánycsók,község,Baranya,Mohácsi,"2,397",1
Lápafő,község,Tolna,Dombóvári,164,
Lapáncsa,község,Baranya,Siklósi,190,
Laskod,község,Szabolcs-Szatmár-Bereg,Baktalórántházai,955,1
Lasztonya,község,Zala,Letenyei,73,
Látrány,község,Somogy,Fonyódi,"1,346",1
Lázi,község,Győr-Moson-Sopron,Pannonhalmi,575,
Leányfalu,nagyközség,Pest,Szentendrei,"3,557",
Leányvár,község,Komárom-Esztergom,Esztergomi,"1,739",
Lébény,város,Győr-Moson-Sopron,Mosonmagyaróvári,"3,229",
Legénd,község,Nógrád,Rétsági,453,1
Legyesbénye,község,Borsod-Abaúj-Zemplén,Szerencsi,"1,461",
Léh,község,Borsod-Abaúj-Zemplén,Szikszói,391,1
Lénárddaróc,község,Borsod-Abaúj-Zemplén,Ózdi,254,
Lendvadedes,község,Zala,Lenti,28,
Lendvajakabfa,község,Zala,Lenti,21,
Lengyel,község,Tolna,Bonyhádi,532,1
Lengyeltóti,város,Somogy,Fonyódi,"2,952",1
Lenti,város,Zala,Lenti,"7,756",1
Lepsény,nagyközség,Fejér,Enyingi,"2,981",1
Lesencefalu,község,Veszprém,Tapolcai,311,
Lesenceistvánd,község,Veszprém,Tapolcai,952,
Lesencetomaj,község,Veszprém,Tapolcai,"1,116",
Létavértes,város,Hajdú-Bihar,Derecskei,"7,108",1
Letenye,város,Zala,Letenyei,"4,060",1
Letkés,község,Pest,Szobi,"1,119",1
Levél,község,Győr-Moson-Sopron,Mosonmagyaróvári,"1,837",
Levelek,nagyközség,Szabolcs-Szatmár-Bereg,Baktalórántházai,"2,956",1
Libickozma,község,Somogy,Marcali,28,
Lickóvadamos,község,Zala,Zalaegerszegi,180,
Liget,község,Baranya,Komlói,381,1
Ligetfalva,község,Zala,Keszthelyi,51,
Lipót,község,Győr-Moson-Sopron,Mosonmagyaróvári,711,
Lippó,község,Baranya,Mohácsi,473,
Liptód,község,Baranya,Bólyi,187,
Lispeszentadorján,község,Zala,Letenyei,278,1
Liszó,község,Zala,Nagykanizsai,380,
Litér,község,Veszprém,Balatonalmádi,"2,174",
Litka,község,Borsod-Abaúj-Zemplén,Encsi,32,
Litke,község,Nógrád,Salgótarjáni,857,1
Lócs,község,Vas,Kőszegi,130,
Lókút,község,Veszprém,Zirci,408,
Lónya,község,Szabolcs-Szatmár-Bereg,Vásárosnaményi,"1,076",1
Lórév,község,Pest,Ráckevei,293,
Lothárd,község,Baranya,Pécsi,225,
Lovas,község,Veszprém,Balatonfüredi,456,
Lovasberény,község,Fejér,Székesfehérvári,"2,560",
Lovászhetény,község,Baranya,Pécsváradi,300,
Lovászi,község,Zala,Lenti,"1,196",1
Lovászpatona,község,Veszprém,Pápai,"1,099",1
Lőkösháza,község,Békés,Gyulai,"1,743",1
Lőrinci,város,Heves,Hatvani,"5,446",
Lövő,község,Győr-Moson-Sopron,Soproni,"1,408",
Lövőpetri,község,Szabolcs-Szatmár-Bereg,Kisvárdai,474,
Lucfalva,község,Nógrád,Salgótarjáni,595,1
Ludányhalászi,község,Nógrád,Szécsényi,"1,430",1
Ludas,község,Heves,Gyöngyösi,732,1
Lukácsháza,község,Vas,Kőszegi,"1,093",
Lulla,község,Somogy,Tabi,178,
Lúzsok,község,Baranya,Sellyei,236,1
Mád,község,Borsod-Abaúj-Zemplén,Szerencsi,"2,152",
Madaras,község,Bács-Kiskun,Bácsalmási,"2,823",
Madocsa,község,Tolna,Paksi,"1,890",
Maglóca,község,Győr-Moson-Sopron,Csornai,96,
Maglód,város,Pest,Vecsési,"12,037",1
Mágocs,város,Baranya,Hegyháti,"2,316",1
Magosliget,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,346,
Magy,község,Szabolcs-Szatmár-Bereg,Baktalórántházai,922,1
Magyaralmás,község,Fejér,Móri,"1,539",
Magyaratád,község,Somogy,Kaposvári,755,
Magyarbánhegyes,község,Békés,Mezőkovácsházai,"2,280",1
Magyarbóly,község,Baranya,Siklósi,930,
Magyarcsanád,község,Csongrád,Makói,"1,406",1
Magyardombegyház,község,Békés,Mezőkovácsházai,223,
Magyaregregy,község,Baranya,Komlói,714,1
Magyaregres,község,Somogy,Kaposvári,584,1
Magyarföld,község,Zala,Lenti,35,
Magyargéc,község,Nógrád,Szécsényi,873,1
Magyargencs,község,Veszprém,Pápai,491,
Magyarhertelend,község,Baranya,Komlói,615,1
Magyarhomorog,község,Hajdú-Bihar,Berettyóújfalui,899,
Magyarkeresztúr,község,Győr-Moson-Sopron,Csornai,431,
Magyarkeszi,község,Tolna,Tamási,"1,214",1
Magyarlak,község,Vas,Szentgotthárdi,752,
Magyarlukafa,község,Baranya,Szigetvári,90,
Magyarmecske,község,Baranya,Sellyei,336,1
Magyarnádalja,község,Vas,Körmendi,193,
Magyarnándor,község,Nógrád,Balassagyarmati,"1,071",
Magyarpolány,község,Veszprém,Ajkai,"1,144",
Magyarsarlós,község,Baranya,Pécsi,260,
Magyarszecsőd,község,Vas,Körmendi,433,
Magyarszék,község,Baranya,Komlói,994,1
Magyarszentmiklós,község,Zala,Nagykanizsai,248,
Magyarszerdahely,község,Zala,Nagykanizsai,510,
Magyarszombatfa,község,Vas,Körmendi,250,
Magyartelek,község,Baranya,Sellyei,208,
Majosháza,község,Pest,Szigetszentmiklósi,"1,555",
Majs,község,Baranya,Mohácsi,932,
Makád,község,Pest,Ráckevei,"1,144",
Makkoshotyka,község,Borsod-Abaúj-Zemplén,Sárospataki,838,1
Maklár,község,Heves,Egri,"2,331",
Makó,város,Csongrád,Makói,"22,747",1
Malomsok,község,Veszprém,Pápai,479,
Mályi,község,Borsod-Abaúj-Zemplén,Miskolci,"3,929",
Mályinka,község,Borsod-Abaúj-Zemplén,Kazincbarcikai,429,
Mánd,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,279,
Mándok,város,Szabolcs-Szatmár-Bereg,Záhonyi,"4,094",
Mánfa,község,Baranya,Komlói,732,1
Mány,község,Fejér,Bicskei,"2,453",1
Maráza,község,Baranya,Mohácsi,179,
Marcalgergelyi,község,Veszprém,Pápai,364,
Marcali,város,Somogy,Marcali,"11,352",1
Marcaltő,község,Veszprém,Pápai,731,
Márfa,község,Baranya,Siklósi,184,
Máriahalom,község,Komárom-Esztergom,Esztergomi,569,
Máriakálnok,község,Győr-Moson-Sopron,Mosonmagyaróvári,"1,835",
Máriakéménd,község,Baranya,Bólyi,489,1
Márianosztra,község,Pest,Szobi,837,1
Máriapócs,város,Szabolcs-Szatmár-Bereg,Nyírbátori,"2,136",1
Markaz,község,Heves,Gyöngyösi,"1,763",
Márkháza,község,Nógrád,Salgótarjáni,274,1
Márkó,község,Veszprém,Veszprémi,"1,251",
Markóc,község,Baranya,Sellyei,56,
Markotabödöge,község,Győr-Moson-Sopron,Csornai,478,
Maróc,község,Zala,Letenyei,71,
Marócsa,község,Baranya,Sellyei,83,1
Márok,község,Baranya,Siklósi,416,
Márokföld,község,Zala,Lenti,38,
Márokpapi,község,Szabolcs-Szatmár-Bereg,Vásárosnaményi,581,
Maroslele,község,Csongrád,Makói,"2,020",
Mártély,község,Csongrád,Hódmezővásárhelyi,"1,295",
Martfű,város,Jász-Nagykun-Szolnok,Szolnoki,"6,237",
Martonfa,község,Baranya,Pécsváradi,201,
Martonvásár,város,Fejér,Martonvásári,"5,592",
Martonyi,község,Borsod-Abaúj-Zemplén,Edelényi,409,1
Mátészalka,város,Szabolcs-Szatmár-Bereg,Mátészalkai,"16,864",1
Mátételke,község,Bács-Kiskun,Bácsalmási,486,
Mátraballa,község,Heves,Pétervásárai,764,
Mátraderecske,község,Heves,Pétervásárai,"1,935",1
Mátramindszent,község,Nógrád,Bátonyterenyei,816,1
Mátranovák,község,Nógrád,Bátonyterenyei,"1,653",1
Mátraszele,község,Nógrád,Salgótarjáni,913,1
Mátraszentimre,község,Heves,Gyöngyösi,426,
Mátraszőlős,község,Nógrád,Pásztói,"1,536",1
Mátraterenye,község,Nógrád,Bátonyterenyei,"1,836",1
Mátraverebély,község,Nógrád,Bátonyterenyei,"1,897",1
Mátyásdomb,község,Fejér,Enyingi,752,
Matty,község,Baranya,Siklósi,315,
Mátyus,község,Szabolcs-Szatmár-Bereg,Vásárosnaményi,296,
Máza,község,Baranya,Komlói,"1,172",1
Mecseknádasd,község,Baranya,Pécsváradi,"1,497",
Mecsekpölöske,község,Baranya,Komlói,368,
Mecsér,község,Győr-Moson-Sopron,Mosonmagyaróvári,590,
Medgyesbodzás,község,Békés,Mezőkovácsházai,"1,026",
Medgyesegyháza,város,Békés,Mezőkovácsházai,"3,527",
Medina,község,Tolna,Szekszárdi,795,
Megyaszó,község,Borsod-Abaúj-Zemplén,Szerencsi,"2,683",1
Megyehíd,község,Vas,Sárvári,325,
Megyer,község,Veszprém,Sümegi,21,
Meggyeskovácsi,község,Vas,Sárvári,707,
Méhkerék,község,Békés,Sarkadi,"2,061",1
Méhtelek,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,755,1
Mekényes,község,Baranya,Hegyháti,284,
Mélykút,város,Bács-Kiskun,Jánoshalmai,"4,841",1
Mencshely,község,Veszprém,Veszprémi,230,1
Mende,község,Pest,Nagykátai,"4,189",1
Méra,község,Borsod-Abaúj-Zemplén,Encsi,"1,727",1
Merenye,község,Baranya,Szigetvári,249,
Mérges,község,Győr-Moson-Sopron,Téti,85,
Mérk,nagyközség,Szabolcs-Szatmár-Bereg,Mátészalkai,"2,132",1
Mernye,község,Somogy,Kaposvári,"1,284",
Mersevát,község,Vas,Celldömölki,576,
Mesterháza,község,Vas,Sárvári,148,
Mesteri,község,Vas,Celldömölki,272,
Mesterszállás,község,Jász-Nagykun-Szolnok,Mezőtúri,675,
Meszes,község,Borsod-Abaúj-Zemplén,Edelényi,175,
Meszlen,község,Vas,Szombathelyi,205,
Mesztegnyő,község,Somogy,Marcali,"1,369",1
Mezőberény,város,Békés,Békési,"10,148",1
Mezőcsát,város,Borsod-Abaúj-Zemplén,Mezőcsáti,"5,826",1
Mezőcsokonya,község,Somogy,Kaposvári,"1,166",1
Meződ,község,Baranya,Hegyháti,129,
Mezőfalva,nagyközség,Fejér,Dunaújvárosi,"4,697",
Mezőgyán,község,Békés,Sarkadi,"1,052",1
Mezőhegyes,város,Békés,Mezőkovácsházai,"5,274",
Mezőhék,község,Jász-Nagykun-Szolnok,Mezőtúri,361,
Mezőkeresztes,város,Borsod-Abaúj-Zemplén,Mezőkövesdi,"3,746",1
Mezőkomárom,község,Fejér,Enyingi,922,
Mezőkovácsháza,város,Békés,Mezőkovácsházai,"6,059",1
Mezőkövesd,város,Borsod-Abaúj-Zemplén,Mezőkövesdi,"16,310",1
Mezőladány,község,Szabolcs-Szatmár-Bereg,Kisvárdai,"1,132",1
Mezőlak,község,Veszprém,Pápai,971,
Mezőnagymihály,község,Borsod-Abaúj-Zemplén,Mezőkövesdi,"1,016",
Mezőnyárád,község,Borsod-Abaúj-Zemplén,Mezőkövesdi,"1,594",
Mezőörs,község,Győr-Moson-Sopron,Győri,965,
Mezőpeterd,község,Hajdú-Bihar,Berettyóújfalui,594,1
Mezősas,község,Hajdú-Bihar,Berettyóújfalui,648,1
Mezőszemere,község,Heves,Füzesabonyi,"1,114",1
Mezőszentgyörgy,község,Fejér,Enyingi,"1,291",
Mezőszilas,község,Fejér,Sárbogárdi,"2,069",1
Mezőtárkány,község,Heves,Füzesabonyi,"1,587",1
Mezőtúr,város,Jász-Nagykun-Szolnok,Mezőtúri,"16,502",1
Mezőzombor,község,Borsod-Abaúj-Zemplén,Szerencsi,"2,459",1
Miháld,község,Zala,Nagykanizsai,757,
Mihályfa,község,Zala,Zalaszentgróti,350,
Mihálygerge,község,Nógrád,Salgótarjáni,565,
Mihályháza,község,Veszprém,Pápai,774,
Mihályi,község,Győr-Moson-Sopron,Kapuvári,"1,025",
Mike,község,Somogy,Kaposvári,609,1
Mikebuda,község,Pest,Ceglédi,674,
Mikekarácsonyfa,község,Zala,Lenti,282,
Mikepércs,község,Hajdú-Bihar,Derecskei,"4,576",1
Miklósi,község,Somogy,Tabi,203,
Mikófalva,község,Heves,Bélapátfalvai,704,
Mikóháza,község,Borsod-Abaúj-Zemplén,Sátoraljaújhelyi,519,
Mikosszéplak,község,Vas,Vasvári,297,
Milejszeg,község,Zala,Zalaegerszegi,328,
Milota,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,958,1
Mindszent,város,Csongrád,Hódmezővásárhelyi,"6,674",1
Mindszentgodisa,község,Baranya,Hegyháti,836,1
Mindszentkálla,község,Veszprém,Tapolcai,228,
Misefa,község,Zala,Zalaegerszegi,271,
Miske,község,Bács-Kiskun,Kalocsai,"1,646",1
Miskolc,"megyeszékhely, megyei jogú város",Borsod-Abaúj-Zemplén,Miskolci,"158,101",1
Miszla,község,Tolna,Tamási,267,
Mocsa,község,Komárom-Esztergom,Komáromi,"2,095",
Mogyoród,nagyközség,Pest,Gödöllői,"6,560",1
Mogyorósbánya,község,Komárom-Esztergom,Esztergomi,832,
Mogyoróska,község,Borsod-Abaúj-Zemplén,Gönci,80,
Moha,község,Fejér,Székesfehérvári,597,
Mohács,város,Baranya,Mohácsi,"17,355",1
Mohora,község,Nógrád,Balassagyarmati,956,1
Molnári,község,Zala,Letenyei,705,
Molnaszecsőd,község,Vas,Körmendi,406,
Molvány,község,Baranya,Szigetvári,189,
Monaj,község,Borsod-Abaúj-Zemplén,Szikszói,241,1
Monok,község,Borsod-Abaúj-Zemplén,Szerencsi,"1,577",
Monor,város,Pest,Monori,"17,960",1
Monorierdő,község,Pest,Monori,"4,139",
Mónosbél,község,Heves,Bélapátfalvai,363,
Monostorapáti,község,Veszprém,Tapolcai,"1,115",1
Monostorpályi,község,Hajdú-Bihar,Derecskei,"2,089",
Monoszló,község,Veszprém,Balatonfüredi,106,
Monyoród,község,Baranya,Bólyi,152,
Mór,város,Fejér,Móri,"14,010",1
Mórágy,község,Tolna,Bonyhádi,718,1
Mórahalom,város,Csongrád,Mórahalmi,"6,017",
Móricgát,község,Bács-Kiskun,Kiskunmajsai,429,
Mórichida,község,Győr-Moson-Sopron,Téti,813,
Mosdós,község,Somogy,Kaposvári,938,1
Mosonmagyaróvár,város,Győr-Moson-Sopron,Mosonmagyaróvári,"32,856",1
Mosonszentmiklós,község,Győr-Moson-Sopron,Győri,"2,383",
Mosonszolnok,község,Győr-Moson-Sopron,Mosonmagyaróvári,"1,716",
Mosonudvar,község,Győr-Moson-Sopron,Mosonmagyaróvári,412,
Mozsgó,község,Baranya,Szigetvári,996,1
Mőcsény,község,Tolna,Bonyhádi,375,
Mucsfa,község,Tolna,Bonyhádi,357,
Mucsi,község,Tolna,Tamási,438,
Múcsony,nagyközség,Borsod-Abaúj-Zemplén,Kazincbarcikai,"2,998",1
Muhi,község,Borsod-Abaúj-Zemplén,Tiszaújvárosi,443,
Murakeresztúr,község,Zala,Nagykanizsai,"1,619",1
Murarátka,község,Zala,Letenyei,224,1
Muraszemenye,község,Zala,Letenyei,584,
Murga,község,Tolna,Bonyhádi,65,
Murony,község,Békés,Békési,"1,135",
Nábrád,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,945,
Nadap,község,Fejér,Gárdonyi,576,
Nádasd,község,Vas,Körmendi,"1,292",
Nádasdladány,község,Fejér,Székesfehérvári,"1,739",
Nádudvar,város,Hajdú-Bihar,Hajdúszoboszlói,"8,697",1
Nágocs,község,Somogy,Tabi,660,
Nagyacsád,község,Veszprém,Pápai,593,
Nagyalásony,község,Veszprém,Devecseri,448,
Nagyar,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,686,1
Nagyatád,város,Somogy,Nagyatádi,"10,468",1
Nagybajcs,község,Győr-Moson-Sopron,Győri,983,
Nagybajom,város,Somogy,Kaposvári,"3,309",1
Nagybakónak,község,Zala,Nagykanizsai,385,
Nagybánhegyes,község,Békés,Mezőkovácsházai,"1,206",
Nagybaracska,község,Bács-Kiskun,Bajai,"2,298",1
Nagybarca,község,Borsod-Abaúj-Zemplén,Kazincbarcikai,944,
Nagybárkány,község,Nógrád,Salgótarjáni,695,1
Nagyberény,község,Somogy,Siófoki,"1,292",
Nagyberki,község,Somogy,Kaposvári,"1,419",1
Nagybörzsöny,község,Pest,Szobi,681,
Nagybudmér,község,Baranya,Bólyi,161,
Nagycenk,nagyközség,Győr-Moson-Sopron,Soproni,"2,103",
Nagycsány,község,Baranya,Sellyei,155,
Nagycsécs,község,Borsod-Abaúj-Zemplén,Tiszaújvárosi,811,1
Nagycsepely,község,Somogy,Siófoki,410,
Nagycserkesz,község,Szabolcs-Szatmár-Bereg,Nyíregyházi,"1,762",1
Nagydém,község,Veszprém,Pápai,357,
Nagydobos,község,Szabolcs-Szatmár-Bereg,Mátészalkai,"2,251",1
Nagydobsza,község,Baranya,Szigetvári,608,1
Nagydorog,nagyközség,Tolna,Paksi,"2,544",1
Nagyecsed,város,Szabolcs-Szatmár-Bereg,Mátészalkai,"6,317",1
Nagyér,község,Csongrád,Makói,521,
Nagyesztergár,község,Veszprém,Zirci,"1,143",
Nagyfüged,község,Heves,Gyöngyösi,"1,660",1
Nagygeresd,község,Vas,Sárvári,281,
Nagygörbő,község,Zala,Zalaszentgróti,153,
Nagygyimót,község,Veszprém,Pápai,542,
Nagyhajmás,község,Baranya,Hegyháti,311,1
Nagyhalász,város,Szabolcs-Szatmár-Bereg,Ibrányi,"5,660",1
Nagyharsány,község,Baranya,Siklósi,"1,417",1
Nagyhegyes,község,Hajdú-Bihar,Hajdúszoboszlói,"2,716",
Nagyhódos,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,128,
Nagyhuta,község,Borsod-Abaúj-Zemplén,Sátoraljaújhelyi,56,
Nagyigmánd,nagyközség,Komárom-Esztergom,Komáromi,"2,878",
Nagyiván,község,Jász-Nagykun-Szolnok,Tiszafüredi,"1,180",1
Nagykálló,város,Szabolcs-Szatmár-Bereg,Nagykállói,"9,211",1
Nagykamarás,község,Békés,Mezőkovácsházai,"1,343",1
Nagykanizsa,megyei jogú város,Zala,Nagykanizsai,"47,683",1
Nagykapornak,község,Zala,Zalaegerszegi,912,
Nagykarácsony,község,Fejér,Dunaújvárosi,"1,296",
Nagykáta,város,Pest,Nagykátai,"12,384",1
Nagykereki,község,Hajdú-Bihar,Berettyóújfalui,"1,369",1
Nagykeresztúr,község,Nógrád,Salgótarjáni,251,1
Nagykinizs,község,Borsod-Abaúj-Zemplén,Szikszói,314,1
Nagykónyi,község,Tolna,Tamási,"1,097",1
Nagykorpád,község,Somogy,Nagyatádi,575,1
Nagykovácsi,nagyközség,Pest,Budakeszi,"7,469",
Nagykozár,község,Baranya,Pécsi,"1,942",
Nagykökényes,község,Heves,Hatvani,571,
Nagykölked,község,Vas,Körmendi,148,
Nagykőrös,város,Pest,Nagykőrösi,"23,589",1
Nagykörű,község,Jász-Nagykun-Szolnok,Szolnoki,"1,577",1
Nagykutas,község,Zala,Zalaegerszegi,422,
Nagylak,község,Csongrád,Makói,432,
Nagylengyel,község,Zala,Zalaegerszegi,461,
Nagylóc,község,Nógrád,Szécsényi,"1,501",1
Nagylók,község,Fejér,Sárbogárdi,"1,050",
Nagylózs,község,Győr-Moson-Sopron,Soproni,"1,034",
Nagymágocs,nagyközség,Csongrád,Szentesi,"2,968",
Nagymányok,város,Tolna,Bonyhádi,"2,233",1
Nagymaros,város,Pest,Szobi,"4,717",1
Nagymizdó,község,Vas,Körmendi,113,
Nagynyárád,község,Baranya,Mohácsi,709,
Nagyoroszi,község,Nógrád,Rétsági,"2,137",1
Nagypáli,község,Zala,Zalaegerszegi,492,
Nagypall,község,Baranya,Pécsváradi,359,
Nagypeterd,község,Baranya,Szigetvári,637,1
Nagypirit,község,Veszprém,Devecseri,258,
Nagyrábé,nagyközség,Hajdú-Bihar,Püspökladányi,"2,144",1
Nagyrada,község,Zala,Nagykanizsai,467,1
Nagyrákos,község,Vas,Körmendi,261,
Nagyrécse,község,Zala,Nagykanizsai,"1,061",
Nagyréde,község,Heves,Gyöngyösi,"3,150",
Nagyrév,község,Jász-Nagykun-Szolnok,Kunszentmártoni,631,
Nagyrozvágy,község,Borsod-Abaúj-Zemplén,Cigándi,625,
Nagysáp,község,Komárom-Esztergom,Esztergomi,"1,422",1
Nagysimonyi,község,Vas,Celldömölki,972,
Nagyszakácsi,község,Somogy,Marcali,414,
Nagyszékely,község,Tolna,Tamási,408,
Nagyszekeres,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,552,1
Nagyszénás,nagyközség,Békés,Orosházi,"4,900",
Nagyszentjános,község,Győr-Moson-Sopron,Győri,"1,766",
Nagyszokoly,község,Tolna,Tamási,903,1
Nagytálya,község,Heves,Egri,831,
Nagytarcsa,község,Pest,Gödöllői,"4,250",
